"一工路","Yigong Rd."
"崇敬街","Chongjing St."
"崇義三街","Chongyi 3rd St."
"崇義五街","Chongyi 5th St."
"崇義六街","Chongyi 6th St."
"崇義巷","Chongyi Ln."
"崇義街","Chongyi St."
"崇聖街","Chongsheng St."
"崇聖路","Chongsheng Rd."
"崇聖路一段","Sec. 1, Chongsheng Rd."
"崇聖路二段","Sec. 2, Chongsheng Rd."
"崇道路","Chongdao Rd."
"崇實新村","Chongshih New Village"
"崇實路","Chongshih Rd."
"崇德","Chongde"
"崇德一街","Chongde 1st St."
"崇德一路","Chongde 1st Rd."
"崇德七街","Chongde 7th St."
"崇德七路","Chongde 7th Rd."
"崇德九街","Chongde 9th St."
"崇德九路","Chongde 9th Rd."
"崇德二十一街","Chongde 21st St."
"崇德二十七街","Chongde 27th St."
"崇德二十二街","Chongde 22nd St."
"崇德二十三街","Chongde 23rd St."
"崇德二十五街","Chongde 25th St."
"崇德二十六街","Chongde 26th St."
"崇德二十四街","Chongde 24th St."
"崇德二十街","Chongde 20th St."
"崇德二街","Chongde 2nd St."
"崇德二路","Chongde 2nd Rd."
"崇德二路一段","Sec. 1, Chongde 2nd Rd."
"崇德二路二段","Sec. 2, Chongde 2nd Rd."
"崇德八街","Chongde 8th St."
"崇德八路一段","Sec. 1, Chongde 8th Rd."
"崇德八路二段","Sec. 2, Chongde 8th Rd."
"崇德十一街","Chongde 11th St."
"崇德十一路","Chongde 11th Rd."
"崇德十七街","Chongde 17th St."
"崇德十七路","Chongde 17th Rd."
"崇德十九街","Chongde 19th St."
"崇德十九路","Chongde 19th Rd."
"崇德十二街","Chongde 12th St."
"崇德十二路","Chongde 12th Rd."
"崇德十八街","Chongde 18th St."
"崇德十八路","Chongde 18th Rd."
"崇德十三街","Chongde 13th St."
"崇德十三路","Chongde 13th Rd."
"崇德十五街","Chongde 15th St."
"崇德十五路","Chongde 15th Rd."
"崇德十六街","Chongde 16th St."
"崇德十六路","Chongde 16th Rd."
"崇德十六路仁美九巷","Renmei 9th Ln., Chongde 16th Rd."
"崇德十四街","Chongde 14th St."
"崇德十街","Chongde 10th St."
"崇德十路一段","Sec. 1, Chongde 10th Rd."
"崇德十路二段","Sec. 2, Chongde 10th Rd."
"崇德三十一街","Chongde 31st St."
"崇德三十二街","Chongde 32nd St."
"崇德三十三街","Chongde 33rd St."
"崇德三十四街","Chongde 34th St."
"崇德三十街","Chongde 30th St."
"崇德三街","Chongde 3rd St."
"崇德三路","Chongde 3rd Rd."
"崇德五街","Chongde 5th St."
"崇德五路","Chongde 5th Rd."
"崇德六街","Chongde 6th St."
"崇德六路","Chongde 6th Rd."
"崇德六路一段","Sec. 1, Chongde 6th Rd."
"崇德四街","Chongde 4th St."
"崇德巷","Chongde Ln."
"崇德街","Chongde St."
"崇德路","Chongde Rd."
"崇德路一段","Sec. 1, Chongde Rd."
"崇德路二段","Sec. 2, Chongde Rd."
"崇德路三段","Sec. 3, Chongde Rd."
"崇德路山頂巷","Shanding Ln., Chongde Rd."
"崇德路五段","Sec. 5, Chongde Rd."
"崇德路北勢巷","Beishih Ln., Chongde Rd."
"崇德路四段","Sec. 4, Chongde Rd."
"崇德路社區巷","Shecyu Ln., Chongde Rd."
"崇德路崇西巷","Chongsi Ln., Chongde Rd."
"崇德路興德巷","Singde Ln., Chongde Rd."
"崇慶街一段","Sec. 1, Chongcing St."
"崇慶街二段","Sec. 2, Chongcing St."
"崇賢一路","Chongsian 1st Rd."
"崇賢七路","Chongsian 7th Rd."
"崇賢二路","Chongsian 2nd Rd."
"崇賢三路","Chongsian 3rd Rd."
"崇賢五路","Chongsian 5th Rd."
"崇賢六路","Chongsian 6th Rd."
"崇賢四路","Chongsian 4th Rd."
"崇賢巷","Chongsian Ln."
"崇賢路","Chongsian Rd."
"崇學路","Chongsyue Rd."
"崇興街","Chongsing St."
"崇興路","Chongsing Rd."
"崇興路一段","Sec. 1, Chongsing Rd."
"崇興路二段","Sec. 2, Chongsing Rd."
"崇禮街","Chongli St."
"崇蘭","Chonglan"
"崎子頭","Cizihtou"
"崎脚","Cijiao"
"崎頂","Ciding"
"崎溜巷","Ciliou Ln."
"崎溝路","Cigou Rd."
"崎漏一街","Cilou 1st St."
"崎漏二街","Cilou 2nd St."
"崎漏三街","Cilou 3rd St."
"崎漏五街","Cilou 5th St."
"崎漏路","Cilou Rd."
"崎頭","Citou"
"崎頭仔","Citouzai"
"崑大路","Kunda Rd."
"崑山","Kunshan"
"崑山西巷","Kunshan W. Ln."
"崑山東巷","Kunshan E. Ln."
"崑山街","Kunshan St."
"崑山路","Kunshan Rd."
"崑明街","Kunming St."
"崑明路","Kunming Rd."
"崑南街","Kunnan St."
"崑南街崑中巷","Kunzhong Ln., Kunnan St."
"崑南街崑崙巷","Kunlun Ln., Kunnan St."
"崑崙路","Kunlun Rd."
"崗山","Gangshan"
"崗山中街","Gangshan Central St."
"崗山北街","Gangshan N. St."
"崗山西街","Gangshan W. St."
"崗山東街","Gangshan E. St."
"崗山南街","Gangshan S. St."
"崗山路","Gangshan Rd."
"崗山橫街","Gangshanheng St."
"崗北路","Gangbei Rd."
"崗安路","Gang'an Rd."
"崗南路","Gangnan Rd."
"崗背","Gangbei"
"崗德路","Gangde Rd."
"崙上路","Lunshang Rd."
"崙子","Lunzih"
"崙子南路","Lunzih S. Rd."
"崙子巷","Lunzih Ln."
"崙子脚路","Lunzihjiao Rd."
"崙子脚路大庭巷","Dating Ln., Lunzihjiao Rd."
"崙子脚路忠覺巷","Zhongjyue Ln., Lunzihjiao Rd."
"崙子脚路頂庄巷","Dingzhuang Ln., Lunzihjiao Rd."
"崙子頂","Lunzihding"
"崙子路","Lunzih Rd."
"崙山","Lunshan"
"崙川路","Lunchuan Rd."
"崙工北一路","Lungong N. 1st Rd."
"崙工北二路","Lungong N. 2nd Rd."
"崙工路","Lungong Rd."
"崙中路","Lunzhong Rd."
"崙內","Lunnei"
"崙天","Luntian"
"崙王路","Lunwang Rd."
"崙仔平","Lunzaiping"
"崙仔頂路","Lunzaiding Rd."
"崙仔路","Lunzai Rd."
"崙北巷","Lunbei Ln."
"崙北路","Lunbei Rd."
"崙平北路","Lunping N. Rd."
"崙平南路","Lunping S. Rd."
"崙后路","Lunhou Rd."
"崙尾","Lunwei"
"崙尾巷","Lunwei Ln."
"崙坪","Lunping"
"崙坪一路","Lunping 1st Rd."
"崙坪二路","Lunping 2nd Rd."
"崙坪八路","Lunping 8th Rd."
"崙坪十路","Lunping 10th Rd."
"崙坪三路","Lunping 3rd Rd."
"崙坪五路","Lunping 5th Rd."
"崙坪六路","Lunping 6th Rd."
"崙東北路","Lundong N. Rd."
"崙東街","Lundong St."
"崙東路","Lundong Rd."
"崙前","Luncian"
"崙南一路","Lunnan 1st Rd."
"崙南二路","Lunnan 2nd Rd."
"崙南三路","Lunnan 3rd Rd."
"崙南路","Lunnan Rd."
"崙美路","Lunmei Rd."
"崙埤","Lunpi"
"崙頂","Lunding"
"崙頂一街","Lunding 1st St."
"崙頂二街","Lunding 2nd St."
"崙頂三街","Lunding 3rd St."
"崙頂五街","Lunding 5th St."
"崙頂巷","Lunding Ln."
"崙頂街","Lunding St."
"崙頂路","Lunding Rd."
"崙港巷","Lungang Ln."
"崙雅巷","Lunya Ln."
"崙新北路","Lunsin N. Rd."
"崙新南路","Lunsin S. Rd."
"崙新路","Lunsin Rd."
"崙腳村中平巷","Zhongping Ln., Lunjiao Vil."
"崙腳村和平路","Heping Rd., Lunjiao Vil."
"崙腳路","Lunjiao Rd."
"崙萬路","Lunwan Rd."
"崙豐巷","Lunfong Ln."
"崙豐路","Lunfong Rd."
"崙饒路","Lunrao Rd."
"崧嶺路","Songling Rd."
"崩山","Bengshan"
"崩山下","Bengshansia"
"崩山仔","Bengshanzai"
"崩山坑","Bengshankeng"
"崩崁腳","Bengkanjiao"
"崩埤","Bengpi"
"常盛街","Changsheng St."
"常順街","Changshun St."
"常德街","Changde St."
"常德路","Changde Rd."
"常興街","Changsing St."
"庵下","Ansia"
"庵前","Ancian"
"庵頂","Anding"
"庵邊","Anbian"
"康平街","Kangping St."
"康安路","Kang'an Rd."
"康和路","Kanghe Rd."
"康定街","Kangding St."
"康定路","Kangding Rd."
"康南路","Kangnan Rd."
"康泰街","Kangtai St."
"康泰路","Kangtai Rd."
"康健街","Kangjian St."
"康莊街","Kangzhuang St."
"康莊路","Kangzhuang Rd."
"康莊路三段","Sec. 3, Kangzhuang Rd."
"康莊路五段","Sec. 5, Kangzhuang Rd."
"康湖路","Kanghu Rd."
"康雅崙路","Kangyalun Rd."
"康寧街","Kangning St."
"康寧路","Kangning Rd."
"康寧路一段","Sec. 1, Kangning Rd."
"康寧路三段","Sec. 3, Kangning Rd."
"康福家園","Kangfujiayuan"
"康福街","Kangfu St."
"康德街","Kangde St."
"康樂一街","Kangle 1st St."
"康樂二街","Kangle 2nd St."
"康樂三街","Kangle 3rd St."
"康樂市場","Kangle Market"
"康樂村","Kangle Vil."
"康樂巷","Kangle Ln."
"康樂街","Kangle St."
"康樂路","Kangle Rd."
"康樂路一段","Sec. 1, Kangle Rd."
"康橋大道","Kangciao Blvd."
"張庄","Zhangzhuang"
"張屋","Zhangwu"
"張屋路","Zhangwu Rd."
"張厝","Zhangcuo"
"張厝一巷","Zhangcuo 1st Ln."
"張厝二巷","Zhangcuo 2nd Ln."
"張厝三巷","Zhangcuo 3rd Ln."
"張厝四巷","Zhangcuo 4th Ln."
"張厝村溪埔巷","Sipu Ln., Zhangcuo Vil."
"張厝巷","Zhangcuo Ln."
"強國街","Ciangguo St."
"強國路","Ciangguo Rd."
"彩虹路","Caihong Rd."
"彩霞大道","Caisia Blvd."
"得才街","Decai St."
"得天南街","Detian S. St."
"得天街","Detian St."
"得安一路","De'an 1st Rd."
"得安路","De'an Rd."
"得和路","Dehe Rd."
"得恩亞納","De'enyana"
"得勝巷","Desheng Ln."
"得勝街","Desheng St."
"得勝路","Desheng Rd."
"得福街","Defu St."
"御史路","Yushih Rd."
"御成路","Yucheng Rd."
"御富路","Yufu Rd."
"惟馨街","Weisin St."
"捷安路","Jie'an Rd."
"捷西路","Jiesi Rd."
"捷發街","Jiefa St."
"捷運路","Jieyun Rd."
"捷興一街","Jiesing 1st St."
"捷興二街","Jiesing 2nd St."
"掃叭頂一路","Saobading 1st Rd."
"掃叭頂二路","Saobading 2nd Rd."
"掃叭頂四路","Saobading 4th Rd."
"排子路","Paizih Rd."
"排雲","Paiyun"
"排寮","Pailiao"
"排灣","Paiwan"
"控溪","Kongsi"
"敍暢","Syuchang"
"教仁路","Jiaoren Rd."
"教孝街","Jiaosiao St."
"教忠街","Jiaozhong St."
"教師新村","Jiaoshih New Village"
"教會巷","Jiaohuei Ln."
"旋流一路","Syuanliou 1st Rd."
"旋流二路","Syuanliou 2nd Rd."
"旋流三路","Syuanliou 3rd Rd."
"旋流路","Syuanliou Rd."
"旌義街","Jingyi St."
"晨曦街","Chensi St."
"晨曦街一棟","1st Bldg., Chensi St."
"晨曦街二棟","2nd Bldg., Chensi St."
"晨曦街三棟","3rd Bldg., Chensi St."
"曹公路","Caogong Rd."
"曼陀林路","Mantuolin Rd."
"望古坑","Wanggukeng"
"望和巷","Wanghe Ln."
"望明","Wangming"
"望間一路","Wangjian 1st Rd."
"望間二路","Wangjian 2nd Rd."
"望間三路","Wangjian 3rd Rd."
"望間五路","Wangjian 5th Rd."
"望間六路","Wangjian 6th Rd."
"望間路","Wangjian Rd."
"望嘉","Wangjia"
"望寮","Wangliao"
"桶後","Tonghou"
"桶寮巷","Tongliao Ln."
"桶盤","Tongpan"
"桶盤嶼","Tongpan Islet"
"桶頭脚","Tongtoujiao"
"梀板頭","Cubantou"
"梁厝","Liangcuo"
"梁福路","Liangfu Rd."
"梅子厝","Meizihcuo"
"梅子路","Meizih Rd."
"梅山西街","Meishan W. St."
"梅山東街","Meishan E. St."
"梅山巷","Meishan Ln."
"梅山路","Meishan Rd."
"梅川北街","Meichuan N. St."
"梅川西路一段","Sec. 1, Meichuan W. Rd."
"梅川西路二段","Sec. 2, Meichuan W. Rd."
"梅川西路三段","Sec. 3, Meichuan W. Rd."
"梅川西路四段","Sec. 4, Meichuan W. Rd."
"梅川東路一段","Sec. 1, Meichuan E. Rd."
"梅川東路二段","Sec. 2, Meichuan E. Rd."
"梅川東路三段","Sec. 3, Meichuan E. Rd."
"梅川東路五段","Sec. 5, Meichuan E. Rd."
"梅川東路四段","Sec. 4, Meichuan E. Rd."
"梅川南街","Meichuan S. St."
"梅中路","Meizhong Rd."
"梅仔山","Meizaishan"
"梅庄路","Meizhuang Rd."
"梅竹蹊","Meizhusi"
"梅村一路","Meicun 1st Rd."
"梅村路","Meicun Rd."
"梅里路","Meili Rd."
"梅東路","Meidong Rd."
"梅林一街","Meilin 1st St."
"梅林七街","Meilin 7th St."
"梅林二街","Meilin 2nd St."
"梅林八街","Meilin 8th St."
"梅林三街","Meilin 3rd St."
"梅林五街","Meilin 5th St."
"梅林六街","Meilin 6th St."
"梅林四街","Meilin 4th St."
"梅林路","Meilin Rd."
"梅花","Meihua"
"梅花一路","Meihua 1st Rd."
"梅花七路","Meihua 7th Rd."
"梅花二路","Meihua 2nd Rd."
"梅花三路","Meihua 3rd Rd."
"梅花小城","Meihua Siaocheng"
"梅花五路","Meihua 5th Rd."
"梅花六路","Meihua 6th Rd."
"梅花路","Meihua Rd."
"梅芳里太平路","Taiping Rd., Meifang Vil."
"梅亭東街","Meiting E. St."
"梅亭街","Meiting St."
"梅南","Meinan"
"梅南街","Meinan St."
"梅南路","Meinan Rd."
"梅洲一路","Meizhou 1st Rd."
"梅洲二路","Meizhou 2nd Rd."
"梅高路","Meigao Rd."
"梅高路二段","Sec. 2, Meigao Rd."
"梅高路三段","Sec. 3, Meigao Rd."
"梅高路梅岡巷","Meigang Ln., Meigao Rd."
"梅崗一路","Meigang 1st Rd."
"梅崗三路","Meigang 3rd Rd."
"梅堤路","Meiti Rd."
"梅湖路","Meihu Rd."
"梅園","Meiyuan"
"梅園路","Meiyuan Rd."
"梅獅路","Meishih Rd."
"梅獅路一段","Sec. 1, Meishih Rd."
"梅獅路二段","Sec. 2, Meishih Rd."
"梅龍一街","Meilong 1st St."
"梅龍二街","Meilong 2nd St."
"梅龍三街","Meilong 3rd St."
"梅龍路","Meilong Rd."
"梅嶺","Meiling"
"梅豐街","Meifong St."
"梓官路","Zihguan Rd."
"梓官路大宅巷","Dazhai Ln., Zihguan Rd."
"梓官路城隍巷","Chenghuang Ln., Zihguan Rd."
"梘脚坑","Sianjiaokeng"
"條和一街","Tiaohe 1st St."
"條和七街","Tiaohe 7th St."
"條和二街","Tiaohe 2nd St."
"條和八街","Tiaohe 8th St."
"條和十一街","Tiaohe 11th St."
"條和十二街","Tiaohe 12th St."
"條和十街","Tiaohe 10th St."
"條和三街","Tiaohe 3rd St."
"條和五街","Tiaohe 5th St."
"條和六街","Tiaohe 6th St."
"條和東街","Tiaohe E. St."
"條和街","Tiaohe St."
"梧北路","Wubei Rd."
"梧州街","Wuzhou St."
"梧南路","Wunan Rd."
"梧桐路","Wutong Rd."
"梧棲路","Wuci Rd."
"梧棲路德鄰巷","Delin Ln., Wuci Rd."
"梧繞一街","Wurao 1st St."
"梧繞二街","Wurao 2nd St."
"梧繞三街","Wurao 3rd St."
"梧繞四街","Wurao 4th St."
"梧繞路","Wurao Rd."
"梨子巷","Lizih Ln."
"梨子脚","Lizihjiao"
"梨崙巷","Lilun Ln."
"梨園寮","Liyuanliao"
"梯子桄","Tizihguang"
"梵梵","Fanfan"
"梹榔宅","Binlangzhai"
"梹榔路","Binlang Rd."
"涵碧路","Hanbi Rd."
"涼州街","Liangzhou St."
"淇武蘭路","Ciwulan Rd."
"淋漓坪","Linliping"
"淑德新村","Shude New Village"
"淡文湖","Danwunhu"
"淡金路","Danjin Rd."
"淡金路一段","Sec. 1, Danjin Rd."
"淡金路二段","Sec. 2, Danjin Rd."
"淡金路三段","Sec. 3, Danjin Rd."
"淡金路五段","Sec. 5, Danjin Rd."
"淡金路四段","Sec. 4, Danjin Rd."
"淡海路","Danhai Rd."
"淨修街","Jingsiou St."
"淮子埔","Huaizihpu"
"淮子埔一路","Huaizihpu 1st Rd."
"淮子埔路","Huaizihpu Rd."
"淮美","Huaimei"
"深中路","Shenzhong Rd."
"深井一路","Shenjing 1st Rd."
"深井二路","Shenjing 2nd Rd."
"深井三路","Shenjing 3rd Rd."
"深井五路","Shenjing 5th Rd."
"深井路","Shenjing Rd."
"深水","Shenshuei"
"深水路","Shenshuei Rd."
"深圳","Shenzun"
"深圳一路","Shenzun 1st Rd."
"深圳七路","Shenzun 7th Rd."
"深圳二路","Shenzun 2nd Rd."
"深圳六路","Shenzun 6th Rd."
"深圳路","Shenzun Rd."
"深坑","Shenkeng"
"深坑一街","Shenkeng 1st St."
"深坑二街","Shenkeng 2nd St."
"深坑三街","Shenkeng 3rd St."
"深坑子","Shenkengzih"
"深坑巷","Shenkeng Ln."
"深坑街","Shenkeng St."
"深南路","Shennan Rd."
"深按","Shen'an"
"深洲一路","Shenzhou 1st Rd."
"深洲二路","Shenzhou 2nd Rd."
"深洲路","Shenzhou Rd."
"深美街","Shenmei St."
"深溪路","Shensi Rd."
"深福路","Shenfu Rd."
"深窩子","Shenwozih"
"深蓁路","Shenzhen Rd."
"深澳坑路","Shen'aokeng Rd."
"深澳路","Shen'ao Rd."
"深興路","Shensing Rd."
"淵仔塭","Yuanzaiwun"
"淵西一街","Yuansi 1st St."
"淵西二街","Yuansi 2nd St."
"淵西路","Yuansi Rd."
"淵官路","Yuanguan Rd."
"淵明街","Yuanming St."
"淵源街","Yuanyuan St."
"淺水灣","Cianshueiwan"
"淺水灣街","Cianshueiwan St."
"添丁街","Tianding St."
"添財街","Tiancai St."
"添福","Tianfu"
"清元路","Cingyuan Rd."
"清天泉","Cingtiancyuan"
"清心路","Cingsin Rd."
"清文路","Cingwun Rd."
"清水","Cingshuei"
"清水二巷","Cingshuei 2nd Ln."
"清水坑","Cingshueikeng"
"清水坑街","Cingshueikeng St."
"清水村","Cingshuei Vil."
"清水岩路","Cingshueiyan Rd."
"清水南路","Cingshuei S. Rd."
"清水巷","Cingshuei Ln."
"清水街","Cingshuei St."
"清水街營盤巷","Yingpan Ln., Cingshuei St."
"清水溪","Cingshueisi"
"清水路","Cingshuei Rd."
"清水路中學巷","Zhongsyue Ln., Cingshuei Rd."
"清水路公明巷","Gongming Ln., Cingshuei Rd."
"清水路田中巷","Tianzhong Ln., Cingshuei Rd."
"清水路合興巷","Hesing Ln., Cingshuei Rd."
"清水路朝雲巷","Chaoyun Ln., Cingshuei Rd."
"清水路象寮巷","Siangliao Ln., Cingshuei Rd."
"清水路路西巷","Lusi Ln., Cingshuei Rd."
"清水路路東巷","Ludong Ln., Cingshuei Rd."
"清世街","Cingshih St."
"清平街","Cingping St."
"清白巷","Cingbai Ln."
"清光街","Cingguang St."
"清安街","Cing'an St."
"清安路","Cing'an Rd."
"清成街","Cingcheng St."
"清江路","Cingjiang Rd."
"清坑","Cingkeng"
"清秀巷","Cingsiou Ln."
"清明巷","Cingming Ln."
"清明街","Cingming St."
"清武巷","Cingwu Ln."
"清泉","Cingcyuan"
"清泉街","Cingcyuan St."
"清泉路","Cingcyuan Rd."
"清泉路福祥巷","Fusiang Ln., Cingcyuan Rd."
"清洲一路","Cingzhou 1st Rd."
"清洲二路","Cingzhou 2nd Rd."
"清洲三路","Cingzhou 3rd Rd."
"清洲五路","Cingzhou 5th Rd."
"清洲六路","Cingzhou 6th Rd."
"清洲路","Cingzhou Rd."
"清流巷","Cingliou Ln."
"清美巷","Cingmei Ln."
"清風巷","Cingfong Ln."
"清風街","Cingfong St."
"清風路","Cingfong Rd."
"清埔巷","Cingpu Ln."
"清朗街","Cinglang St."
"清泰路","Cingtai Rd."
"清涼路一段","Sec. 1, Cingliang Rd."
"清涼路一段二九０橫巷","290th Side Ln., Sec. 1, Qingliang Rd."
"清涼路二段","Sec. 2, Cingliang Rd."
"清湶路","Cingcyuan Rd."
"清華一街","Cinghua 1st St."
"清華一路","Cinghua 1st Rd."
"清華二街","Cinghua 2nd St."
"清華二路","Cinghua 2nd Rd."
"清華巷","Cinghua Ln."
"清華街","Cinghua St."
"清華街本昌巷","Benchang Ln., Cinghua St."
"清華路","Cinghua Rd."
"清進路","Cingjin Rd."
"清陽一路","Cingyang 1st Rd."
"清陽二路","Cingyang 2nd Rd."
"清陽路","Cingyang Rd."
"清隆巷","Cinglong Ln."
"清雲一街","Cingyun 1st St."
"清雲二路","Cingyun 2nd Rd."
"清雲三街","Cingyun 3rd St."
"清雲五路","Cingyun 5th Rd."
"清雲六街","Cingyun 6th St."
"清雲街","Cingyun St."
"清雲路","Cingyun Rd."
"清傳街","Cingchuan St."
"清新巷","Cingsin Ln."
"清溝路","Cinggou Rd."
"清溪","Cingsi"
"清溪路","Cingsi Rd."
"清聖街","Cingsheng St."
"清寧街","Cingning St."
"清榮街","Cingrong St."
"清福路","Cingfu Rd."
"清德巷","Cingde Ln."
"清德街","Cingde St."
"清潭路","Cingtan Rd."
"清興街","Cingsing St."
"清興路","Cingsing Rd."
"清靜巷","Cingjing Ln."
"清營巷","Cingying Ln."
"清豐一路","Cingfong 1st Rd."
"清豐二路","Cingfong 2nd Rd."
"清豐三路","Cingfong 3rd Rd."
"清豐路","Cingfong Rd."
"爽文路","Shuangwun Rd."
"犁份","Lifen"
"犁頭洲","Litouzhou"
"現岱路","Siandai Rd."
"球庭路","Ciouting Rd."
"球崙一路","Cioulun 1st Rd."
"球崙二路","Cioulun 2nd Rd."
"球崙街","Cioulun St."
"球場路","Ciouchang Rd."
"球場路文中一巷","Wunzhong 1st Ln., Ciouchang Rd."
"球場路文中二巷","Wunzhong 2nd Ln., Ciouchang Rd."
"球場路文化巷","Wunhua Ln., Ciouchang Rd."
